created_at,id_str,text
Mon Apr 23 21:35:58 +0000 2018,988531952696295425,b'Daily Mail: Roma eager for another big scalp as Italians prepare for Liverpool https://t.co/5f6C0XIZvE'
Mon Apr 23 21:35:58 +0000 2018,988531953057107974,b'@22mosalah Congrats Mo and best of luck for tomorrow from a Liverpool fan.'
Mon Apr 23 21:35:58 +0000 2018,988531953329737728,b'loooooool Messi eats grass \xf0\x9f\x90\x90\xf0\x9f\x90\x90\xf0\x9f\x90\x90\xf0\x9f\x90\x90 https://t.co/eXIl5xICe4'
Mon Apr 23 21:35:58 +0000 2018,988531952721518594,b'RT @goal: La Masia ascendant once more? Barca defeats Chelsea to win UEFA Youth League title:\n\nhttps://t.co/qE5bwZA1Wm'
Mon Apr 23 21:35:58 +0000 2018,988531954634186753,b'@PhotosArsenal @LacazetteAlex In the Premier League only ??'
Mon Apr 23 21:35:58 +0000 2018,988531955351334912,"b'RT @Channel4News: ""As long as we stick together as Europeans everything can be sorted in the future"" - Liverpool manager Jurgen Klopp tell\xe2\x80\xa6'"
Mon Apr 23 21:35:58 +0000 2018,988531955477213184,"b""RT @MarcBenamram: The Liverpool players' continuous ridicule of @Hkane is both pathetic &amp; unprofessional.\n\nHarry Kane showing so much class\xe2\x80\xa6"""
Mon Apr 23 21:35:58 +0000 2018,988531955007414272,b'don\xe2\x80\x99t do this ivan https://t.co/GiVFq4QYvg'
Mon Apr 23 21:35:59 +0000 2018,988531956047589376,"b""RT @JamesNursey: Manchester City must explain pitch invasion to FA who have written to them - but @premierleague champs won't face action h\xe2\x80\xa6"""
Mon Apr 23 21:35:59 +0000 2018,988531956303519745,b'RT @Angel_Wicky_II: Last day of shooting before my operation. Thank you @VRCosplayX for the awsome Energy and quacamole\xf0\x9f\xa5\x91\xf0\x9f\xa5\x91 love you\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f. #lo\xe2\x80\xa6'
Mon Apr 23 21:35:59 +0000 2018,988531956705984512,b'RT @DragonflyJonez: This is the most Indiana police sargent ass shit I ever heard. https://t.co/V7ptyLUYI9'
Mon Apr 23 21:35:59 +0000 2018,988531956215373825,b'RT @StigAbell: Juventus and Napoli fans see each other in a narrow street. Enjoy what happens next... https://t.co/Qcmpv2MLZa'
Mon Apr 23 21:35:59 +0000 2018,988531958627127297,b'Thread of the best players on paper in the Premier League 2017/2018 season.'
Mon Apr 23 21:35:59 +0000 2018,988531959050760192,"b""RT @brfootball: Mohamed Salah's FIFA rating has gone from 83 to 98 this season \xf0\x9f\x92\xaf https://t.co/KhqBIEchza"""
Mon Apr 23 21:35:59 +0000 2018,988531959138799616,b'RT @PaulPaulpenhey: #Wenger has dedicated 22 years of his life to #Arsenal. That LEGEND has every right to feel hurt by the abuse he receiv\xe2\x80\xa6'
Mon Apr 23 21:35:59 +0000 2018,988531959201746946,b'RT @CrossLikeOzil: Imagine being in the stadium you built surrounded by the fans you brought up and your name being chanted by thousands.\xe2\x80\xa6'
Mon Apr 23 21:35:59 +0000 2018,988531959654748160,"b'RT @Channel4News: ""When we split and one goes in this direction and one goes this way there are problems"" - Liverpool manager Jurgen Klopp\xe2\x80\xa6'"
Mon Apr 23 21:35:59 +0000 2018,988531959268827136,"b""A legend??? He's only being there season and he's already considered   legend?? https://t.co/I7G4FwxGHQ"""
Mon Apr 23 21:36:00 +0000 2018,988531961508474881,b'Spurs fans will not want to hear this...\n\nhttps://t.co/SLNmyV2qqk'
Mon Apr 23 21:36:00 +0000 2018,988531960703279104,b'@AshleyRowland77 some classics in there... however how did Paul Kitson cost more than Jurgen Klinsmann. A couple fo\xe2\x80\xa6 https://t.co/OrQgad9oK6'
Mon Apr 23 21:36:00 +0000 2018,988531961613488129,b'Daily Star: Liverpool goalkeeper Loris Karius not thinking about No.1 position ahead of Roma... https://t.co/8pi56JBMaj'
Mon Apr 23 21:36:00 +0000 2018,988531963307970565,b'RT @TeamCRonaldo: Cristiano Ronaldo has scored the most goals (9) against Manuel Neuer despite not sharing the same domestic league as Neue\xe2\x80\xa6'
Mon Apr 23 21:36:00 +0000 2018,988531963802906624,b'Whys @JayRobbo1 look like he\xe2\x80\x99s dressed for an episode of Star Trek? https://t.co/pf41egqxTE'
Mon Apr 23 21:36:00 +0000 2018,988531963945476098,b'RT @EPLBible: Mo Salah This Season:\n\n\xf0\x9f\x8f\x86 PFA POTY\n\xf0\x9f\x8f\x86 African POTY\n\xf0\x9f\x8f\x86 Arab POTY\n\xf0\x9f\x8c\x8d Qualified for World Cup\n\xf0\x9f\xa5\x88 Runner-up in Egyptian Presidential E\xe2\x80\xa6'
Mon Apr 23 21:36:00 +0000 2018,988531964004233219,b'RT @shakira: Still time to complete the poll in Shak\xe2\x80\x99s @Viber chatbot for chance to fly to Barcelona for tour rehearsals! https://t.co/ip9R\xe2\x80\xa6'
Mon Apr 23 21:36:01 +0000 2018,988531964973125633,"b""Daily Star: Liverpool captain Jordan Henderson tells team-mates 'LET'S MAKE HISTORY' before ... https://t.co/qCll8CywMb"""
Mon Apr 23 21:36:01 +0000 2018,988531965438693377,"b""@5liveSport @BBCSport @LaurensJulien If PSG contacted him he would take the job but apparently they're already get\xe2\x80\xa6 https://t.co/iCvtZaxC6u"""
Mon Apr 23 21:36:02 +0000 2018,988531969314172928,b'RT @StigAbell: Juventus and Napoli fans see each other in a narrow street. Enjoy what happens next... https://t.co/Qcmpv2MLZa'
Mon Apr 23 21:36:02 +0000 2018,988531969884606464,b'Daily Star: Liverpool boss Jurgen Klopp fires Mohamed Salah warning to Roma ahead of showdow... https://t.co/WXup51VrXt'
Mon Apr 23 21:36:02 +0000 2018,988531970081787904,b'Same again tomorrow please https://t.co/U0HAapjcW8'
Mon Apr 23 21:36:01 +0000 2018,988531967430987776,b'RT @HSHQ: Harry Styles // Live On Tour Night 1 // Basel Switzerland 11.03.18 https://t.co/NZDGEIpQKu'
Mon Apr 23 21:36:02 +0000 2018,988531970257965058,b'FUCK RIGHT OFF https://t.co/0cMAUYVFbf'
Mon Apr 23 21:36:02 +0000 2018,988531971927126016,b'RT @jaylynnvaughann: so we fix our eyes not on what is seen but on what is unseen since what is seen is temporary but what is unseen is\xe2\x80\xa6'
Mon Apr 23 21:36:03 +0000 2018,988531973705650176,b'RT @MarkHughes_: We hate them they hate us. \n\nMake tomorrow fucking horrible for these Italian cunts. \n\nFuck Bruno Conti &amp; Fuck AS Roma.\xe2\x80\xa6'
Mon Apr 23 21:36:03 +0000 2018,988531973894410241,b'@Stokie_Michael1 @SamJwelton @fordy19_ @OfficialVizeh Yes it will bring in millions but you aren\xe2\x80\x99t gonna attract a\xe2\x80\xa6 https://t.co/QfwwKARSyn'
Mon Apr 23 21:36:03 +0000 2018,988531974556925953,b'RT @UltraAutistic: \xe2\x80\x9cI start early and I stay late day after day year after year. It took me 17 years and 114 days to become an overnight\xe2\x80\xa6'
Mon Apr 23 21:36:03 +0000 2018,988531974796169217,b'Lool this is going to be a disaster https://t.co/2gSGs3YjoK'
Mon Apr 23 21:36:04 +0000 2018,988531977144881152,b'RT @StigAbell: Juventus and Napoli fans see each other in a narrow street. Enjoy what happens next... https://t.co/Qcmpv2MLZa'
Mon Apr 23 21:36:03 +0000 2018,988531976855416832,"b""Chelsea's Olivier Giroud determined to beat Manchester United on return to his Wembley 'garden' in FA Cup final\xe2\x80\xa6 https://t.co/35Krj3qiV7"""
Mon Apr 23 21:36:04 +0000 2018,988531979997106182,"b'RT @Barcagurl_: Ronaldo fans: \n""You cant compare Salah to Ronaldo at United Ronaldo was much more than a goalscorer""\n\nRonaldo fans also;\xe2\x80\xa6'"
Mon Apr 23 21:36:05 +0000 2018,988531981393670144,b'RT @LFC: Two cities. Two teams. One massive Champions League tie. Liverpool v AS Roma. https://t.co/WSwmKezN3i'
Mon Apr 23 21:36:04 +0000 2018,988531980877942784,b'RT @iainmartin1: Apart from the Reformation and the American Declaration of Independence. https://t.co/rofj04cdC5'
Mon Apr 23 21:36:04 +0000 2018,988531978487070721,b'Ex-manchester City Defender Aleksandar Kolarov Vows To Beat Liverpool After Fairytale Return To Etihad\xc2\xa0Dashed\xe2\x80\xa6 https://t.co/zwIPKpqJ9W'
Mon Apr 23 21:36:05 +0000 2018,988531981754552322,b'RT @VivaMartiaI: This recovery from Valencia is incredible \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb https://t.co/CrvRs9t4bt'
Mon Apr 23 21:36:05 +0000 2018,988531981578309633,"b'This mullet actually used the words ""class"" and ""professionalism"" describing Harry Kane without using a single one\xe2\x80\xa6 https://t.co/2sVqLdgsaF'"
Mon Apr 23 21:36:05 +0000 2018,988531981733548033,"b'RT @Football__Tweet: ""Football is too tribal. Rival fans can\'t mix with each other.""\n\nWhen Napoli and Juventus fans crossed paths in Turin\xe2\x80\xa6'"
Mon Apr 23 21:36:05 +0000 2018,988531982257786881,b'Don\xe2\x80\x99t think people realise how good Benjamin Mendy really is when he\xe2\x80\x99s fully fit. Easily the best LB in the league\xe2\x80\xa6 https://t.co/1pOjv4lFjR'
Mon Apr 23 21:36:05 +0000 2018,988531984132726785,b'RT @6Gooner: Arsenal need a manager for next season and Arsene Wenger is available in the summer. Anybody else thinking what im thinking???'
Mon Apr 23 21:36:05 +0000 2018,988531984434544640,"b""My latest for @theshortpass on last weekend's Ligue 1 highlights - still lots to play for! https://t.co/LQTibf43sI"""
Mon Apr 23 21:36:05 +0000 2018,988531984325644289,b'@DanManning14 @tomhannah1 @EvertonBlueArmy Nah it was beating Barcelona in the champions league \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb'
Mon Apr 23 21:36:05 +0000 2018,988531984195612672,b'Costa should be back for Arsenal second leg reveals Simeone\n \xf0\x9f\x94\xa5 Football News: \n\n#RealBetis \xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 #LaLiga \n\xe2\x99\xbb\xef\xb8\x8f Retweet\xe2\x80\xa6 https://t.co/OBR043Mlkg'
Mon Apr 23 21:36:05 +0000 2018,988531984728313856,b'@SkySportsMNF Has Thierry Henry any interest of taking the Arsenal job?'
Mon Apr 23 21:36:05 +0000 2018,988531984422068226,b'RT @WCM_JustSocial: French police escorting and protecting neonazis. Let\xe2\x80\x99s not forget how #generationidentitaire grew under our interior mi\xe2\x80\xa6'
Mon Apr 23 21:36:05 +0000 2018,988531985139294209,b'Barcelona train ahead of Copa del Rey final against Sevilla\nClick He...'
Mon Apr 23 21:36:06 +0000 2018,988531985466429440,b'Costa should be back for Arsenal second leg reveals Simeone\n \xf0\x9f\x94\xa5 Football News: \n\n#RealBetis \xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 #LaLiga \n\xe2\x99\xbb\xef\xb8\x8f Retweet\xe2\x80\xa6 https://t.co/mdSjVmM9sZ'
Mon Apr 23 21:36:06 +0000 2018,988531986263232512,b'RT @ArmsControlWonk: So there you have it. When Kim Jong Un talks about a world free of nuclear weapons he means it like Obama did \xe2\x80\x94 as an\xe2\x80\xa6'
Mon Apr 23 21:36:06 +0000 2018,988531986267455488,"b""RT @FootbalIStuff: Koulibaly scored a 90th minute winner against Juventus in Italian commentary is the best thing you'll watch today... htt\xe2\x80\xa6"""
Mon Apr 23 21:36:06 +0000 2018,988531986984775680,b'@Yung__Spinach lolol https://t.co/ElLWiRqvgE'
Mon Apr 23 21:36:06 +0000 2018,988531987433406464,b'RT @jahraelbey: She or He that endures to the end will be saved - Go Figure\n\nWhy fools want to be easy like EASY E?\n\n2 Corinthians 6:4 - Ra\xe2\x80\xa6'
Mon Apr 23 21:36:06 +0000 2018,988531987328749569,b'Can Napoli Actually Stop Juventus From Winning Serie A? | Walk Talk Football https://t.co/i8bIOWyFNQ'
Mon Apr 23 21:36:05 +0000 2018,988531984552071173,b'The @isd492 School Board is getting a virtual reality tour of Barcelona in the AHS media center during its monthly\xe2\x80\xa6 https://t.co/DPRfXsJubP'
Mon Apr 23 21:36:06 +0000 2018,988531989019054086,"b'RT @SoccerAM: Only one man for the Arsenal job.\n\n""I took Woking from the Conference to the Champions League in 6 seasons that kind of stuf\xe2\x80\xa6'"
Mon Apr 23 21:36:06 +0000 2018,988531988813565957,b'RT @RedTRaccoon: Fun fact North Korea has never agreed to denuclearization.\n\nAt no point have they said they would give up their nuclear a\xe2\x80\xa6'
Mon Apr 23 21:36:07 +0000 2018,988531989765607431,"b""RT @LDNYoungLabour: There's only 10 days left to make history! \xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf\n\nWe're out with @OwenJones84 in Kensington &amp; Chelsea on Saturday\nht\xe2\x80\xa6"""
Mon Apr 23 21:36:02 +0000 2018,988531972648718339,b'RT @EPLBible: Liverpool legend Mohamed Salah with a fan... https://t.co/2M3T9IWEF8'
Mon Apr 23 21:36:06 +0000 2018,988531986724786177,b'RT @MirrorFootball: Diego Simeone is the man to replace Arsene Wenger if Arsenal really do want to challenge the elite again |@StanCollymor\xe2\x80\xa6'
Mon Apr 23 21:36:07 +0000 2018,988531991506190337,b'@CosmicDanzo @LFC Will be a storming match tomorrow. Think Liverpool will have too much for Roma'
Mon Apr 23 21:36:07 +0000 2018,988531991938240512,b'Why Roma were desperate to avoid Liverpool in the CL draw \n https://t.co/jEEQ6ZmA6T'
Mon Apr 23 21:36:07 +0000 2018,988531992970121218,b'RT @TeleFootball: New Arsenal manager restricted to \xc2\xa350m summer transfer budget https://t.co/qUvcGPXxBe'
Mon Apr 23 21:36:07 +0000 2018,988531990516391936,b'Liverpool Vs Roma: Italians Sold A \xc2\xa330m Player In Mohamed Salah.. Now They Are Facing A \xc2\xa3100m\xc2\xa0Superstar\xe2\x80\xa6 https://t.co/auibJkSiif'
Mon Apr 23 21:36:07 +0000 2018,988531993473413124,b'Ruben Neves to Liverpool? I like it it will be good for both'
Mon Apr 23 21:36:07 +0000 2018,988531993511170048,"b""City's Premier League title celebrations reach fever pitch: April 24 2018 5:00 AM LONDON \xe2\x80\xa2 The\xe2\x80\xa6\xe2\x80\xa6 https://t.co/gdF9nhAouY"""
Mon Apr 23 21:36:08 +0000 2018,988531994584846336,b'RT @marathonbet: - Artem Dzyuba sent on loan to Arsenal Tula from Zenit\n\n- Dzyuba said he would pay the \xe2\x82\xac150000 fee to play against Zenit\xe2\x80\xa6'
Mon Apr 23 21:36:08 +0000 2018,988531994115084289,b'RT @adamshone292: Last week I lost a very special family member who loved MMA as much as I do. UFC Liverpool was going to be his 1st ever U\xe2\x80\xa6'
Mon Apr 23 21:36:08 +0000 2018,988531993787826176,"b""Chelsea's Gary Cahill insists he has nothing left to prove to Antonio Conte or England manager Gareth Southgate\xe2\x80\xa6 https://t.co/a14GtC3SXo"""
Mon Apr 23 21:36:08 +0000 2018,988531996292009984,b'United have upper hand says Conte: April 24 2018 5:00 AM LONDON \xe2\x80\xa2 Antonio Conte admits Chelsea\xe2\x80\xa6\xe2\x80\xa6 https://t.co/dJAirDfNFk'
Mon Apr 23 21:36:08 +0000 2018,988531996019380225,b'RT @marc_creus: In Basel Switzerland Catalans celebrated the day of St George/ St Jordi by offering roses to passers-by: traditional red\xe2\x80\xa6'
Mon Apr 23 21:36:08 +0000 2018,988531997055254528,b'RT @wmarybeard: It\xe2\x80\x99s St George\xe2\x80\x99s day so I have come to Barcelona of course. Here St George\xe2\x80\x99s Day = Day of the Book. Books and books and boo\xe2\x80\xa6'
Mon Apr 23 21:36:09 +0000 2018,988531999559311360,b'I loved Klopp before. I love him even more now https://t.co/vjaAbSqh4t'
Mon Apr 23 21:36:09 +0000 2018,988531999970418689,b'@JuliaHB1 But he has won SFA while at Liverpool. We must judge him on his every word'
Mon Apr 23 21:36:09 +0000 2018,988532000163356672,"b""RT @LGAmbrose: I've written about what Ars\xc3\xa8ne Wenger means to myself and many others who have never seen another Arsenal manager. \nFor @ars\xe2\x80\xa6"""
Mon Apr 23 21:36:09 +0000 2018,988532000557584384,b'@RetroFooty Liverpool. When Tosh went to them from Cardiff'
Mon Apr 23 21:36:09 +0000 2018,988532001262141440,b'RT @LoriinUtah: Nine dead in the Toronto Van attack! This is outrageous and is definitely a terror attack! Pure evil! Additionally Sixteen\xe2\x80\xa6'
Mon Apr 23 21:36:10 +0000 2018,988532002168156160,b'@calvinwade89 Yeah true Moyes is a useless turd \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 I\xe2\x80\x99m sure arterta is well educated and would play a great brand\xe2\x80\xa6 https://t.co/pTBKUIusws'
Mon Apr 23 21:36:10 +0000 2018,988532002944151552,b'RT @loonyroon: Trent talking about wanting to play for Liverpool for the rest of his life with the Champions League theme playing in the ba\xe2\x80\xa6'
Mon Apr 23 21:36:10 +0000 2018,988532004227633153,"b""Liverpool FC: 'This is a great opportunity - let's all take it together' https://t.co/PbxVWxXQXA #lfc"""
Mon Apr 23 21:36:10 +0000 2018,988532005284524033,b'RT @swearimnotpaul: This is how many millions Leipzig are missing out in my transfer fee from Liverpool because we didn\xe2\x80\x99t make the Champion\xe2\x80\xa6'
Mon Apr 23 21:36:10 +0000 2018,988532005435576320,b'RT @martinkeown5: A must for all Arsenal (and Man Utd!) fans tonight. The Feud - Fergie v Wenger Channel 5 at 10pm. Finally an admission f\xe2\x80\xa6'
Mon Apr 23 21:36:10 +0000 2018,988532005372661761,"b""RT @James_Carroll84: Jordan Henderson attended last night's PFA Awards at the request of Mohamed Salah who wanted to have #LFC as a team r\xe2\x80\xa6"""
Mon Apr 23 21:36:10 +0000 2018,988532003568955392,"b""Jordan Henderson reveals how Jurgen Klopp's 'calm' half-time team talks have helped Liverpool\xe2\x80\xa6 https://t.co/N873mJM4fB"""
Mon Apr 23 21:36:11 +0000 2018,988532006802919424,b'RT @conga1878: Liverpool skyline \n@CultureLPool @PicsOfLpool @YOLiverpool @LifeLiverpool @MadeLiverpoolTV @lpoolcouncil @lpoolwaterfront @L\xe2\x80\xa6'
Mon Apr 23 21:36:11 +0000 2018,988532007960530944,b'RT @SherzCapone: Wenger vs Fergie Arsenal vs United. There will never be anything like it again'
Mon Apr 23 21:36:11 +0000 2018,988532008421920770,b'Arsene Wenger RIGHT to quit Arsenal says man who appointed Gunners boss - EXCLUSIVE https://t.co/CPY6hfj2cj #MCFC'
Mon Apr 23 21:36:11 +0000 2018,988532009025892352,"b'RT @BarcaUniversal: ""Who is the Best Player in the World? Leo Messi. \n\nWho is the Best Player Ever? Leo Messi."" \n\n- Arsene Wenger https://t\xe2\x80\xa6'"
Mon Apr 23 21:36:11 +0000 2018,988532008979660800,b'RT @Grantholt31: Think new picture is perfect for the day. Little messi is leaving norwich the greatest player norwich have had in my opini\xe2\x80\xa6'
Mon Apr 23 21:36:11 +0000 2018,988532009302745088,b'@LanzaTed2016 @Luca_Mussati @JetOcean99 @theresa_may @Pontifex @AlderHey Are you sure?\n\nhttps://t.co/Prq6DTPFds'
Mon Apr 23 21:36:11 +0000 2018,988532010183528448,b'RT @FloWrestling: Can Zahid Valencia challenge Kyle Dake next week in Vegas? https://t.co/Jxqxl1Sr6h'
Mon Apr 23 21:36:11 +0000 2018,988532010393141249,b'RT @brfootball: Mo Salah wins the race \xf0\x9f\x8f\x86 https://t.co/7AFxZJzPBh'
Mon Apr 23 21:36:11 +0000 2018,988532010481307649,b'RT @FCBarcelonaFl: \xf0\x9f\x92\xb0\xf0\x9f\x92\xb6 Top gross earning players for the 2017-18 season (in euros)\n\nLionel Messi 126M\nCristiano Ronaldo 94M\nNeymar 81.5M\nGar\xe2\x80\xa6'
Mon Apr 23 21:36:06 +0000 2018,988531986724786177,b'RT @MirrorFootball: Diego Simeone is the man to replace Arsene Wenger if Arsenal really do want to challenge the elite again |@StanCollymor\xe2\x80\xa6'
Mon Apr 23 21:36:12 +0000 2018,988532010816823296,b'RT @spikedonline: First Count Dankula was dragged to court for getting a dog to do a Nazi salute and now a Liverpool teenager has been conv\xe2\x80\xa6'
Mon Apr 23 21:36:12 +0000 2018,988532011357954048,b'RT @Sporf: OFFICIAL: @22MoSalah named @PFA Premier League Player Of The Year. \xf0\x9f\x94\xb4\xf0\x9f\x8f\x86\xf0\x9f\x8e\x89 https://t.co/Prt0Yqqb8p'
Mon Apr 23 21:36:12 +0000 2018,988532011596906497,"b""RT @el_mansfield: If Mo Salah takes 49 shots over his remaining 3 league games and doesn't score any he'll end up with the same conversio\xe2\x80\xa6"""
Mon Apr 23 21:36:12 +0000 2018,988532011945078784,b'RT @909Ingrid: Barcelona today. Beautiful. https://t.co/ZGv9a92hUY'
Mon Apr 23 21:36:12 +0000 2018,988532011987079168,b'RT @LFC: Two cities. Two teams. One massive Champions League tie. Liverpool v AS Roma. https://t.co/WSwmKezN3i'
Mon Apr 23 21:36:12 +0000 2018,988532013559885824,b'Italians... \xf0\x9f\x98\x82\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/UimpOIY6uE'
Mon Apr 23 21:36:12 +0000 2018,988532014667194368,b'RT @SamMcGuire90: Liverpool and Roma have breathed new life into the Champions League. It was all getting a bit repetitive.\nhttps://t.co/OR\xe2\x80\xa6'
Mon Apr 23 21:36:13 +0000 2018,988532015157989382,b'Real Madrid \xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\x98\x9b Got amazing seats down by the pitch! https://t.co/6fUsxdyKXj'
Mon Apr 23 21:36:13 +0000 2018,988532018366513152,b'RT @PoliticalShort: Past attacks involving vehicles:\n\n2016 France - Rental cargo truck\n\n2016 Berlin Xmas Market - Hijacked truck\n\n2017 Lond\xe2\x80\xa6'
Mon Apr 23 21:36:13 +0000 2018,988532018890801154,"b'RT @AnfieldHQ: NEW: Jurgen Klopp said Mohamed Salah winning the PFA Player of the Year award will be a ""nice boost"" for the player. https:/\xe2\x80\xa6'"
Mon Apr 23 21:36:13 +0000 2018,988532018521804800,"b""RT @ESPNFC: It's already been a stunning season for Mohamed Salah.\n\nNow the Liverpool forward has his sights set on more accolades... http\xe2\x80\xa6"""
Mon Apr 23 21:36:14 +0000 2018,988532018966421504,b'@henni_mo Benevento pour rembourser'
Mon Apr 23 21:36:14 +0000 2018,988532019708690438,b'RT @BarclaysFooty: Fancy getting down to The Emirates to see @Arsenal play Burnley? RT to be in with a chance of winning tickets. T&amp;Cs: htt\xe2\x80\xa6'
Mon Apr 23 21:36:14 +0000 2018,988532020820275202,b'Perez shite ref even worse Everton up there with Arsenal for worst fans in the league. Game means nout and Sunder\xe2\x80\xa6 https://t.co/O25EOoNDgG'
Mon Apr 23 21:36:14 +0000 2018,988532020899966982,b'I love his name Bjorn in vikings\xf0\x9f\x98\x81 https://t.co/YpNUx4TJyz'
Mon Apr 23 21:36:14 +0000 2018,988532021411631104,b'RT @SkySportsNews: BREAKING: Arsene Wenger to leave @Arsenal at the end of the season. #SSN https://t.co/q1yXmrXeDL'
Mon Apr 23 21:36:14 +0000 2018,988532019918397440,b'Jordan Henderson believes Liverpool not Roma should be considered underdogs in Champions League tie\xe2\x80\xa6 https://t.co/FhsV9z0xZA'
Mon Apr 23 21:36:14 +0000 2018,988532021789167617,b'RT @bulldogholmes: Toronto driver kills 9 dead suspect in custody. leaves suspect in custody..Political Correctness CNN omits the fact th\xe2\x80\xa6'
Mon Apr 23 21:36:14 +0000 2018,988532022296662016,b'RT @DragonflyJonez: This is the most Indiana police sargent ass shit I ever heard. https://t.co/V7ptyLUYI9'
Mon Apr 23 21:36:14 +0000 2018,988532022636417025,b'RT @GadotWarriors: Patty Jenkins is my hero! It\xe2\x80\x99s so inspiring for the new generation of young girls and boys who will have this wonderful\xe2\x80\xa6'
Mon Apr 23 21:36:14 +0000 2018,988532022816727040,b'@FutballTweets When messi meet Manolas https://t.co/pST2dV4crN'
Mon Apr 23 21:36:15 +0000 2018,988532024582565889,b'RT @Rxgista: Wondered how we bottled a 6 point lead within a week and failed to take a single shot on target in the most decisive game of t\xe2\x80\xa6'
Mon Apr 23 21:36:15 +0000 2018,988532025551392768,b'RT @SquawkaNews: 2015 &amp; 2017 FA Cup final: Alexis S\xc3\xa1nchez and Olivier Giroud win together for Arsenal.\n\n2018 FA Cup final: Alexis S\xc3\xa1nchez a\xe2\x80\xa6'
Mon Apr 23 21:36:15 +0000 2018,988532025522053121,b'And people thought Wenger was the problem \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/uQv6InXcOU'
Mon Apr 23 21:36:15 +0000 2018,988532026448994305,b'RT @Sporf: \xe2\xac\x87\xef\xb8\x8f Next 2 Weeks:\n\n\xf0\x9f\x93\x85 April\n\xe2\x9a\xbd\xef\xb8\x8f 24th - L\xe2\x80\x99pool v Roma\n\xe2\x9a\xbd\xef\xb8\x8f 25th - Bayern v Real \n\xe2\x9a\xbd\xef\xb8\x8f 26th - Arsenal v Atletico\n\xe2\x9a\xbd\xef\xb8\x8f 29th - Utd v Arsenal\xe2\x80\xa6'
Mon Apr 23 21:36:15 +0000 2018,988532026742640643,b'City Summary \xe2\x80\x93 April 23: City close to Jorginho deal Manu Garc\xc3\xada eyed by trio Arteta linked with Arsenal #MCFC https://t.co/Uyghm3h9D6'
Mon Apr 23 21:36:15 +0000 2018,988532027057233920,b'RT @Football__Tweet: Just a reminder that Chelsea sold the two best players in the Premier League this season. \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/prQ64YnTfR'
Mon Apr 23 21:36:16 +0000 2018,988532027749265408,b'RT @fkhanage: I really feel for Ars\xc3\xa8ne. Forget football imagine dedicating your working life to an organisation your best years in a for\xe2\x80\xa6'
Mon Apr 23 21:36:16 +0000 2018,988532028323876867,b'Firmino Robertson and Lovren to return: Predicted 4-3-3 Liverpool XI to take on AS Roma https://t.co/9jQqe4Zhfh #lfc'
Mon Apr 23 21:36:16 +0000 2018,988532030370705415,b'De Gea made a staggering 14 saves at the Emirates in December equalling the Premier League record since stats bega\xe2\x80\xa6 https://t.co/M73SK98fxM'
Mon Apr 23 21:36:16 +0000 2018,988532031092125696,b'RT @ellis_platten: I love this game. https://t.co/DsSR0Pzt0l'
Mon Apr 23 21:36:17 +0000 2018,988532032027484163,"b'RT @IndyFootball: Mido: ""With all due respect to Liverpool and his fans Salah should immediately accept any offer from Real Madrid or Barc\xe2\x80\xa6'"
Mon Apr 23 21:36:16 +0000 2018,988532030399893504,"b""Jurgen Klopp insists there is 'no pressure' on Liverpool against Roma despite chance of making history\xe2\x80\xa6 https://t.co/9GxRDExDza"""
Mon Apr 23 21:36:17 +0000 2018,988532033826717696,b'the little dance bits at the beginning of party scenes in Made in Chelsea cringe me out sooooooo much'
Mon Apr 23 21:36:17 +0000 2018,988532033981960194,b'RT @VivaLaCristiano: Cristiano Ronaldo has scored the most goals (9) against Manuel Neuer despite not sharing the same domestic league as N\xe2\x80\xa6'
Mon Apr 23 21:36:17 +0000 2018,988532034262925312,b'RT @SohrabAhmari: Despite interventions of both the Italian government and the Holy Father a hospital in Liverpool England is euthanizin\xe2\x80\xa6'
Mon Apr 23 21:36:18 +0000 2018,988532035894603776,"b""RT @brfootball: Mohamed Salah's FIFA rating has gone from 83 to 98 this season \xf0\x9f\x92\xaf https://t.co/KhqBIEchza"""
Mon Apr 23 21:36:18 +0000 2018,988532038922842112,b'RT @shakira: Check out our challenge in Shak\xe2\x80\x99s chatbot on @viber for the chance to fly to Barcelona to see tour rehearsals! https://t.co/ip\xe2\x80\xa6'
